fullname,points
Captain Clairvoyant,67.35000000000001
The G.O.A.T.,56.260000000000005
Middle Earth Hangry Hobbits,57.64
KC Gophers,83.74000000000001
Jumpin' Jaheims,58.2
Georgia Peanuts,95.32000000000001
Pigskin on  the Gridiron,50.08
Athens Team Sasquatch,81.30000000000001
Southern Sharks,52.3
First Timers The FTs,56.6
