away_team,awaypoints,home_team,homepoints
Athens Team Sasquatch,155.62,Georgia Peanuts,125.68
The G.O.A.T.,112.38,Captain Clairvoyant,123.84
Pigskin on  the Gridiron,124.92,First Timers The FTs,132.22
Jumpin' Jaheims,131.65,KC Gophers,83.24
Middle Earth Hangry Hobbits,91.16,Southern Sharks,80.5
