week,game,away_team,away_points,home_team,home_points,range
14,1,Georgia Peanuts,334.53,The G.O.A.T.,268.46000000000004,66.06999999999994
14,2,KC Gophers,245.85999999999999,Athens Team Sasquatch,315.86,70.00000000000003
14,3,Middle Earth Hangry Hobbits,332.6,Jumpin' Jaheims,348.98,16.379999999999995
14,4,The Sophomores TSoph,343.34,Pigskin on  the Gridiron,332.8,10.539999999999964
14,5,Southern Sharks,328.04,Captain Clairvoyant,355.24,27.19999999999999
