week,game,away_team,away_points,home_team,home_points,range
13,1,Captain Clairvoyant,347.52,The Sophomores TSoph,339.32,8.199999999999989
13,2,Southern Sharks,333.26,Middle Earth Hangry Hobbits,251.05,82.20999999999998
13,3,Pigskin on  the Gridiron,303.84000000000003,The G.O.A.T.,315.38,11.539999999999964
13,4,Georgia Peanuts,316.1,KC Gophers,234.44,81.660000000000025
13,5,Jumpin' Jaheims,271.42,Athens Team Sasquatch,342.3,70.88
