add_date,name,points,slot,bench,rowid,abbrev,teamId,location,nickname,fullname,division
2020-09-08,Dalvin Cook,48.599999999999994,2,0,1,PEA,1,Georgia,Peanuts,Georgia Peanuts,Hot Dish
2020-09-08,Davante Adams,26.8,4,0,1,PEA,1,Georgia,Peanuts,Georgia Peanuts,Hot Dish
2020-09-08,Allen Robinson II,17.700000000000003,4,0,1,PEA,1,Georgia,Peanuts,Georgia Peanuts,Hot Dish
2020-09-08,James Conner,13.5,2,0,1,PEA,1,Georgia,Peanuts,Georgia Peanuts,Hot Dish
2020-09-08,Le'Veon Bell,5.300000000000001,20,1,1,PEA,1,Georgia,Peanuts,Georgia Peanuts,Hot Dish
2020-09-08,Darren Waller,5.300000000000001,6,0,1,PEA,1,Georgia,Peanuts,Georgia Peanuts,Hot Dish
2020-09-08,Matt Ryan,17.94,20,1,1,PEA,1,Georgia,Peanuts,Georgia Peanuts,Hot Dish
2020-09-16,James Robinson,0,20,1,1,PEA,1,Georgia,Peanuts,Georgia Peanuts,Hot Dish
2020-09-30,Tee Higgins,11.4,20,1,1,PEA,1,Georgia,Peanuts,Georgia Peanuts,Hot Dish
2020-10-15,Travis Fulgham,16.8,23,1,1,PEA,1,Georgia,Peanuts,Georgia Peanuts,Hot Dish
2020-10-15,Younghoe Koo,13,17,0,1,PEA,1,Georgia,Peanuts,Georgia Peanuts,Hot Dish
2020-10-21,Eagles D/ST,21,16,0,1,PEA,1,Georgia,Peanuts,Georgia Peanuts,Hot Dish
2020-10-22,Justin Herbert,21.22,0,0,1,PEA,1,Georgia,Peanuts,Georgia Peanuts,Hot Dish
2020-10-28,Justin Jefferson,4.1,20,1,1,PEA,1,Georgia,Peanuts,Georgia Peanuts,Hot Dish
2020-10-28,Carlos Hyde,0,20,1,1,PEA,1,Georgia,Peanuts,Georgia Peanuts,Hot Dish
2020-10-28,Tua Tagovailoa,5.720000000000001,20,1,1,PEA,1,Georgia,Peanuts,Georgia Peanuts,Hot Dish
2020-09-08,Michael Thomas,0,20,1,2,HH,2,Middle Earth,Hangry Hobbits,Middle Earth Hangry Hobbits,Hot Dish
2020-09-08,Austin Ekeler,0,20,1,2,HH,2,Middle Earth,Hangry Hobbits,Middle Earth Hangry Hobbits,Hot Dish
2020-09-08,George Kittle,4.9,6,0,2,HH,2,Middle Earth,Hangry Hobbits,Middle Earth Hangry Hobbits,Hot Dish
2020-09-08,DJ Moore,6.5,4,0,2,HH,2,Middle Earth,Hangry Hobbits,Middle Earth Hangry Hobbits,Hot Dish
2020-09-08,Kareem Hunt,8.3,2,0,2,HH,2,Middle Earth,Hangry Hobbits,Middle Earth Hangry Hobbits,Hot Dish
2020-09-08,Deshaun Watson,0,20,1,2,HH,2,Middle Earth,Hangry Hobbits,Middle Earth Hangry Hobbits,Hot Dish
