fullname,points
Captain Clairvoyant,33.050000000000004
The G.O.A.T.,49.120000000000005
Middle Earth Hangry Hobbits,48.160000000000004
KC Gophers,63.169999999999995
Jumpin' Jaheims,23.220000000000002
Georgia Peanuts,89.24000000000001
Pigskin on  the Gridiron,41.370000000000005
Athens Team Sasquatch,62.64000000000001
Southern Sharks,49.25
First Timers The FTs,107.02
