week,game,away_team,away_points,home_team,home_points,range
5,1,Captain Clairvoyant,284.08,Southern Sharks,304.41999999999996,20.339999999999975
5,2,Georgia Peanuts,319.14,The Sophomores TSoph,370.46,51.31999999999999
5,3,The G.O.A.T.,324.27,Pigskin on  the Gridiron,374.4,50.129999999999995
5,4,KC Gophers,280.03999999999996,Middle Earth Hangry Hobbits,385.84000000000003,105.80000000000007
5,5,Athens Team Sasquatch,330.02,Jumpin' Jaheims,345.68,15.660000000000025
