week,game,away_team,away_points,home_team,home_points,range
4,1,Pigskin on  the Gridiron,404.2,The Sophomores TSoph,323.76,80.44
4,2,Middle Earth Hangry Hobbits,360.04,Southern Sharks,318.29999999999995,41.740000000000066
4,3,Jumpin' Jaheims,354.28,Captain Clairvoyant,367.68,13.400000000000034
4,4,KC Gophers,333.3,Georgia Peanuts,296.74,36.56
4,5,Athens Team Sasquatch,336.71000000000004,The G.O.A.T.,250.82,85.89000000000004
