fullname,points
Captain Clairvoyant,64.92
The G.O.A.T.,25.040000000000003
Middle Earth Hangry Hobbits,58.72
KC Gophers,39.02
Jumpin' Jaheims,53.019999999999996
Georgia Peanuts,32.42
Pigskin on  the Gridiron,63.370000000000005
Athens Team Sasquatch,73.95
Southern Sharks,58.910000000000004
The Sophomores TSoph,48.84
