week,game,away_team,away_points,home_team,home_points,range
12,1,Pigskin on  the Gridiron,293.29,Middle Earth Hangry Hobbits,256.59000000000003,36.69999999999999
12,2,KC Gophers,209.57999999999998,The Sophomores TSoph,348.58,139
12,3,Captain Clairvoyant,371.68,Jumpin' Jaheims,286.8,84.88
12,4,Georgia Peanuts,344.97,Southern Sharks,332.28,12.690000000000055
12,5,The G.O.A.T.,295.48,Athens Team Sasquatch,286.40999999999997,9.07000000000005
