week,game,away_team,away_points,home_team,home_points,range
10,1,Athens Team Sasquatch,321,Georgia Peanuts,324.8,3.8000000000000114
10,2,Southern Sharks,305.24,KC Gophers,235.88,69.36000000000001
10,3,Jumpin' Jaheims,302.68,The G.O.A.T.,237.1,65.58000000000001
10,4,The Sophomores TSoph,358.36,Middle Earth Hangry Hobbits,311.1,47.25999999999999
10,5,Pigskin on  the Gridiron,343.93,Captain Clairvoyant,336.74,7.189999999999998
