week,game,away_team,away_points,home_team,home_points,range
7,1,The G.O.A.T.,328.40000000000003,Middle Earth Hangry Hobbits,367.34,38.93999999999994
7,2,Athens Team Sasquatch,415.59000000000003,The Sophomores TSoph,421.88,6.289999999999964
7,3,Jumpin' Jaheims,316.57,Southern Sharks,364.5,47.93000000000001
7,4,Pigskin on  the Gridiron,307.12,Georgia Peanuts,362.7,55.579999999999984
7,5,Captain Clairvoyant,325.38,KC Gophers,293.58,31.80000000000001
